Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2012-05-18,37.964805603027344,44.687843907734816,37.73640152208718,41.75830671613622,573576400
2012-05-21,33.79393768310547,36.40569482064785,32.77108385384205,36.27659555082078,168192700
2012-05-22,30.78495979309082,33.356993682172025,30.72537653029588,32.383792182010964,101786600
2012-05-23,31.778018951416016,32.27455049753189,31.142459178505305,31.152390036721727,73600000
2012-05-24,32.80087661743164,32.97962829830883,31.549618639526823,32.721433530505955,50237200
2012-05-25,31.688644409179688,32.72143097624199,30.894194660760693,32.67177857725991,37149800
2012-05-29,28.63994026184082,31.47017050593436,28.4512577404699,31.261626267762804,78063400
2012-05-30,27.99445152282715,29.345016157131653,27.666740749797373,28.500913970985476,57267900
2012-05-31,29.394670486450195,29.464184605943185,26.643885025168508,28.35195301170228,111639200
2012-06-01,27.527711868286133,28.94779258067907,27.200001080358362,28.68959591532419,41855500
2012-06-04,26.713397979736328,27.458195331740786,26.25658984635005,27.01131805700868,35230300
2012-06-05,25.690542221069336,27.567430800211618,25.57137382033956,26.514784485921407,42473400
2012-06-06,26.624021530151367,26.98152485696207,25.342971099275626,25.889155053798582,61489200
2012-06-07,26.127490997314453,27.1602775845135,25.968601044532697,26.812705102509298,26159500
2012-06-08,26.912010192871094,27.567431682569417,26.256588703172767,26.365824355377466,38034000
2012-06-11,26.8226375579834,27.875284031352404,26.653816736338747,26.99145837962805,28219600
2012-06-12,27.209928512573242,27.57736269232864,26.77298021900082,27.289373484666633,15816800
2012-06-13,27.080833435058594,27.905075800576995,26.91201261830819,27.468127470025763,17102800
2012-06-14,28.09375762939453,28.123548311878448,27.19006841365682,27.45819592071798,16855000
2012-06-15,29.80182647705078,29.89120231543385,28.15334173772395,28.31223169615658,43563800
2012-06-18,31.192113876342773,31.857468167099853,29.205987545373517,29.752171528742995,42978900
2012-06-19,31.688644409179688,31.9567719095652,30.487038927931255,31.321212110830004,30849000
2012-06-20,31.380796432495117,31.7085072015947,30.933917250033105,31.698576342638027,15553600
2012-06-21,31.6191349029541,32.27455651448812,31.29142409718709,31.45031407003668,21875300
2012-06-22,32.820735931396484,33.21796270162605,31.83760554684292,32.18517612961737,74834000
2012-06-25,31.837604522705078,32.79094419470716,31.331140217542337,32.632054249373475,24352900
2012-06-26,32.870391845703125,33.20803350003433,32.27455541487658,32.463236067383335,24858700
2012-06-27,32.00642776489258,32.67178210545622,31.678716971515847,32.23483185546349,28568000
2012-06-28,31.142459869384766,31.966700284340234,30.685649851882946,31.738296222648113,17713300
2012-06-29,30.884260177612305,31.768085655768765,30.54661860062992,31.69857154770487,19526900
2012-07-02,30.556550979614258,31.50989061330511,30.338075892971993,31.033220796459684,14122000
2012-07-03,30.983570098876953,31.221905020361532,30.5863433356184,30.695580884926258,8763600
2012-07-05,31.251697540283203,31.4105874972872,30.804820246503596,31.102738442356667,10032100
2012-07-06,31.50989532470703,31.67871614684679,31.043156296023124,31.221907977596718,10945600
2012-07-09,31.946842193603516,32.65191996381857,31.768092403806,31.87732807077374,17785200
2012-07-10,31.251697540283203,32.254691577694494,30.94384848535267,32.205039176424876,14269500
2012-07-11,30.755163192749023,31.34107056694657,30.338076619491744,31.26162559556983,13030300
2012-07-12,30.59627342224121,31.1821807997372,30.387731081497318,30.487037769806687,11300700
2012-07-13,30.506900787353516,30.854473285780987,30.348010827063998,30.824682602050288,8108300
2012-07-16,28.054035186767578,30.288427369784465,28.014311749892993,30.288427369784465,24672100
2012-07-17,27.895143508911133,28.391675074546267,26.961663635164157,28.282437523988904,30438600
2012-07-18,28.908069610595703,29.086821285032276,27.954727978306554,28.11361793466846,16841800
2012-07-19,28.7988338470459,29.295365465098413,28.431399616275204,29.20598962231954,13685100
2012-07-20,28.560497283935547,29.26557123255514,28.520773847559273,28.7988322198401,11869100
2012-07-23,28.550561904907227,28.798827660602072,27.81569549534457,27.92493303396787,12390700
2012-07-24,28.252647399902344,29.245710550772476,27.90507491827427,28.620079705018412,11539800
2012-07-25,29.136474609375,29.28543371141978,27.885214742786886,28.19306380622847,17230200
2012-07-26,26.663745880126953,28.034172189798944,26.544577469055735,27.55750233374935,64597400
2012-07-27,23.54552459716797,24.36976876770406,22.1254459910916,23.02913323773906,123102300
2012-07-30,22.989410400390625,23.87323784793702,22.87024388902277,23.833514414736037,29285900
2012-07-31,21.55940055847168,23.207887166849723,21.460095756549574,23.207887166849723,56179400
2012-08-01,20.735157012939453,21.430301951259175,20.695435473270724,21.350856977804142,44604400
2012-08-02,19.90098762512207,20.695437434977784,19.682512506823432,20.625923313380127,56374500
2012-08-03,20.943700790405273,22.006277997237277,19.761955178958846,20.218765186843676,80647000
2012-08-06,21.7679443359375,21.996348405976992,21.152244349181434,21.241620184260825,27778900
2012-08-07,20.57626724243164,22.294267886066375,20.357794037086702,22.046002105126295,36782900
2012-08-08,20.57626724243164,21.003284688707396,20.079735680551476,20.566336383899927,29537400
2012-08-09,20.864255905151367,21.02314584921726,20.467031044986637,20.60605927251491,15610700
2012-08-10,21.65870475769043,21.668635615561346,20.98342157540791,21.261479913441143,25794700
2012-08-13,21.450164794921875,22.294268866045577,21.251551403792412,21.996348779351383,24973100
2012-08-14,20.23862648010254,21.450164754285222,20.10952910199533,21.261482222481455,39308800
2012-08-15,21.05293846130371,21.261480802965398,20.258486845449912,20.49682176197079,47861100
2012-08-16,19.73216438293457,20.33793157833722,19.55341272411763,20.29821003977652,157565300
2012-08-17,18.917848587036133,19.94070411537628,18.868196196796735,19.871190011394212,129293400
2012-08-20,19.871192932128906,19.990359443865863,18.61993319418553,18.91785136764548,101186600
2012-08-21,19.027090072631836,19.841401564135232,18.957575954203644,19.44417667731866,70640600
2012-08-22,19.305150985717773,19.39452683379982,18.828479164574212,19.225705997880166,49892200
2012-08-23,19.305150985717773,19.59313835633488,19.225705997880166,19.364734253066498,32813700
2012-08-24,19.275354385375977,19.543481873707844,19.116464442835063,19.384591931166927,29622200
2012-08-27,19.017160415649414,19.39452550256424,18.967508011953257,19.354802064313084,20704000
2012-08-28,19.205842971801758,19.24556451596138,18.818548919185936,18.96750802449065,25417000
2012-08-29,18.96750831604004,19.245564811784774,18.93771573687404,19.18598154757059,16124700
2012-08-30,18.95757293701172,19.315076225307045,18.927780364947985,19.136324581159382,30647500
2012-08-31,17.934720993041992,18.570282733698363,17.90493030905909,18.550421014964595,58764200
2012-09-04,17.607009887695312,18.143264918971823,17.428258210603143,17.954582382694785,46622400
2012-09-05,18.451114654541016,18.619935478645445,18.05388974315347,18.14326558498039,60781800
2012-09-06,18.828475952148438,19.126396026298185,18.590141029299197,18.610002746399363,46066500
2012-09-07,18.848337173461914,19.285285467584167,18.649725690037286,18.967505578810727,36371700
2012-09-10,18.679513931274414,19.066809777489734,18.421317331836633,18.927779673720284,24797800
2012-09-11,19.295217514038086,19.444176609308577,18.719240956639233,18.788755074824284,50508200
2012-09-12,20.784812927246094,21.01321700698957,20.13932223078432,20.615992108714455,121584000
2012-09-13,20.566335678100586,21.330994711742548,20.46703088442659,20.814601450520637,65041600
2012-09-14,21.847387313842773,21.926832282855685,20.75501756932714,20.983421618474576,72819800
2012-09-17,21.3707218170166,22.592189172641458,21.3508600972216,22.5127441875793,50667600
2012-09-18,21.718290328979492,21.827525979457526,21.22175879044342,21.450162843581815,36760500
2012-09-19,23.128442764282227,23.20788774426713,21.61898625045135,21.837459471880397,78782800
2012-09-20,22.433298110961914,23.078788819948507,22.38364570800824,22.860315595187465,57248900
2012-09-21,22.701425552368164,23.078788738185363,22.44322889086471,22.810661217302805,51218100
2012-09-24,20.645782470703125,21.82752617948381,20.218765040590135,21.628914698719818,79106500
2012-09-25,20.139320373535156,21.062867466561087,20.079735223700542,21.052938502372868,46291700
