Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2023-01-03,233.9856414794922,240.011565882423,231.85653825258547,237.40391403529475,25740000
2023-01-04,223.75038146972656,227.43233894450995,220.6837029776662,226.85611938033796,50623400
2023-01-05,217.118896484375,222.23654401593947,216.58173640623133,221.89471081098847,39585600
2023-01-06,219.67774963378906,220.48837045082183,214.2280589162467,217.79282338281794,43613600
2023-01-09,221.8165740966797,225.840379162237,221.12316147080284,221.16222088392175,27369800
2023-01-10,223.50621032714844,225.90875938940619,222.0216991383432,222.4416512068121,27033900
2023-01-11,230.2646026611328,230.44039237661667,225.71341348434925,225.8892031998331,28669300
2023-01-12,232.9405975341797,234.2981393389428,228.10618692887127,229.76648760410552,27269500
2023-01-13,233.64378356933594,233.78051386101774,229.43442790847087,231.46586002951747,21333300
2023-01-17,234.7376708984375,235.28459213527947,231.55378456577233,232.41324073937315,29831300
2023-01-18,230.30364990234375,236.72024242309445,230.02042818598304,235.92915894025876,30028700
2023-01-19,226.51429748535156,230.02048030114173,225.2934856852473,228.321104910501,28623000
2023-01-20,234.61070251464844,235.11856433736398,229.03402830061015,229.37586152604075,35389800
2023-01-23,236.9156036376953,239.4451219045726,234.05401326238723,235.4701667569778,31934000
2023-01-24,236.38821411132812,238.25361804107612,234.82558401353157,236.83747939221803,40234400
2023-01-25,234.99159240722656,237.61878145041626,225.5083209962778,229.00472733419514,66526600
2023-01-26,242.20901489257812,242.51177377679628,236.3491193709835,237.96058467842803,33454500
2023-01-27,242.3653106689453,243.99631332473226,241.0663652215849,243.1759314324478,26498900
2023-01-30,237.0425567626953,239.86507262695676,236.54445608504085,238.80051357034338,25867400
2023-01-31,242.02345275878906,242.1601830602323,237.27693671942308,237.765261353504,26541100
2023-02-01,246.84811401367188,249.22136469253888,239.7381082028261,242.20902977404796,31259900
2023-02-02,258.4214172363281,258.50931209894077,251.24303873990777,252.77638533264104,39940400
2023-02-03,252.31735229492188,258.0307566536459,251.09654067147537,253.4795673448407,29077300
2023-02-06,250.7742462158203,252.26851854905965,248.83072352097895,251.42861440323966,22518000
2023-02-07,261.3122863769531,262.49402369384705,254.00693882575916,254.44644293620124,50841400
2023-02-08,260.5016784667969,270.2974697516429,259.9938017557166,266.82060062873455,54686000
2023-02-09,257.4642333984375,267.5823336683287,256.66337397570203,267.406514176899,42375100
2023-02-10,256.9564514160156,257.9233247404557,254.57342460398476,255.42310477455004,25818500
2023-02-13,264.9844970703125,268.187905604371,260.9118563468283,261.39043477453396,44630900
2023-02-14,265.8146667480469,268.5492730065141,262.9921358196889,266.3029914231284,37047900
2023-02-15,263.69000244140625,265.07053065688496,260.61562828503037,262.7109069591907,28922400
2023-02-16,256.66986083984375,261.16390527520997,256.42508698249515,258.50076451207207,29603600
2023-02-17,252.66537475585938,254.6529373660176,250.6484404767677,253.96758846436245,30000100
2023-02-21,247.3880615234375,250.14911804172624,246.33063657642128,249.16022201193073,28397400
2023-02-22,246.25230407714844,249.02314613774428,245.10676413376063,248.77837226249528,22491100
2023-02-23,249.4441680908203,251.470888034521,245.24383997273418,250.2176469727612,29219100
2023-02-24,244.0101776123047,245.75296637788725,242.91359545143786,244.73471364848396,24990900
2023-02-27,244.93055725097656,247.53495511519347,244.17664946084787,247.18248010394746,21190000
2023-02-28,244.2060089111328,246.23274385931393,243.53043059507243,243.86333443445264,22491000
2023-03-01,241.1218719482422,245.68444598313184,240.6518953145832,245.51800152780746,27565300
2023-03-02,245.8606719970703,246.1446031190087,240.47564673843016,241.3959989002767,24808200
2023-03-03,249.9532928466797,250.27639616638209,246.1348262316736,246.91810564854498,30760100
2023-03-06,251.5002899169922,254.68235071727105,250.62889540312375,251.06948544904577,24109800
2023-03-07,248.8371124267578,252.30311882234795,248.09300523382876,250.94216175111166,21473200
2023-03-08,248.39651489257812,249.2189514923591,245.56692961443244,248.72940376299266,17340200
2023-03-09,247.04541015625,254.1340527730051,246.32087403041797,250.47224477280037,26653400
2023-03-10,243.39334106445312,247.5055390802723,242.42404610361248,245.83129418074137,28333900
2023-03-13,248.61195373535156,252.51855056988012,240.59315835594796,242.22824622027488,33339700
2023-03-14,255.33837890625,255.6125245102181,250.51142928102576,251.38282386645614,33620300
2023-03-15,259.89111328125,260.9093809729157,253.79133752741032,254.5452601893461,46028000
2023-03-16,270.4261474609375,270.7786074445107,257.77622239943224,259.66586925269934,54768800
2023-03-17,273.5886535644531,277.4071201106938,270.54368084412533,272.44312854039293,69527400
2023-03-20,266.5392150878906,271.6794671642192,264.2089626992146,271.189919347426,43466600
2023-03-21,268.0567626953125,269.2512603911417,263.8858063365012,269.1337737128017,34558700
2023-03-22,266.59796142578125,275.1650483157533,266.49024536747226,267.68474324903065,34873300
2023-03-23,271.8556823730469,275.184601369669,269.44711561214615,272.12982794030694,36610900
2023-03-24,274.7048645019531,274.76360784861777,269.52544032042374,271.44445936393123,28172000
2023-03-27,270.60247802734375,275.5762711039579,269.7604401764834,274.63634758546976,26840200
2023-03-28,269.47650146484375,270.3674820752308,266.3629546475742,270.0247926282162,21878600
2023-03-29,274.6461486816406,275.26298376306835,272.59004170342473,273.1285323950296,25087000
2023-03-30,278.1120910644531,278.51352384288515,275.59583810054556,278.28835097959796,25053400
2023-03-31,282.273193359375,283.2229170975771,277.0839996638091,277.79875006624843,32766000
2023-04-03,281.2256164550781,282.243854280698,278.01418435050056,280.5304371238125,24883300
2023-04-04,281.1766662597656,284.3783279836004,279.6982522270493,281.2256389673713,25824300
2023-04-05,278.39599609375,281.1472519122107,277.0056972902033,279.8744397816824,22064800
2023-04-06,285.5042724609375,285.9742192087345,276.1343207416053,277.2896463361067,29770300
2023-04-10,283.3404846191406,283.54608632492165,278.758294590068,283.16422470598815,23103000
2023-04-11,276.9175720214844,280.00174680479614,275.75247584510697,279.77654407914395,27276600
2023-04-12,277.5638122558594,281.01024801713993,276.0657971281388,278.83665451028776,27403400
2023-04-13,283.7810363769531,283.8397797166335,277.2504861189615,277.6616894967238,24222700
2023-04-14,280.1584167480469,282.4494967636299,277.7596206838942,281.0004245840228,20987900
2023-04-17,282.7627868652344,285.5042723715686,280.17799011428394,283.86916963303577,23836200
2023-04-18,282.3417663574219,285.6609144658387,281.0102108111372,285.47488392928074,20161800
2023-04-19,282.420166015625,283.0075995306708,278.5918982512192,280.01156908541924,17150300
2023-04-20,280.1290283203125,282.988000624926,279.12056104553,279.2870204448904,23244400
2023-04-21,279.786376953125,280.285695406569,277.1428067987354,279.0520552301976,21676400
2023-04-24,275.87969970703125,278.9932457830926,272.8934706931475,276.19301740569233,26611000
2023-04-25,269.6625061035156,275.7133093545648,269.6135333988626,273.6670032666064,45772200
2023-04-26,289.1954345703125,293.30764764371935,286.61063797416637,290.49764832472823,64599200
2023-04-27,298.4576721191406,298.81996255788124,289.0779502504288,289.7829002150644,46462600
2023-04-28,300.8369445800781,302.47201761342075,296.96950473874074,297.65488365834915,36469600
2023-05-01,299.1724548339844,302.14891388087307,298.7710220447965,300.5529832417884,21294100
